Artist,Total Streams
"Rochy RD, Myke Towers, Nicki Nicole",54660
"Rochy, El Mega, Ceky Vicini",8779
"Rocio Alvarez, Terry Lex",22692
"Rocky Wellstack, Nicole Bus",58931
"Rockywhereyoubeen, Bizzey, Kraantje Pappie",494859
"Rod Stewart, Bridget Cady",3950
"Rod Stewart, CeeLo Green, Trombone Shorty",55733
"Rod Stewart, Ella Fitzgerald, Chris Botti",136820
"Rod Stewart, Michael Bublé",260722
"Roddy Ricch, NLE Choppa",166481054
"Rodney Atkins, The Fisk Jubilee Singers",1073952
"Rodolfo Aicardi, La Tipica Ra7",349194
"Rodolfo Aicardi, Los Hispanos",821472
"Rodrigo, Ulises Bueno",235148
"Roger Shah, Aisling Jarvis",127441
"Rohanpreet Singh, The Kidd",9937
"Rohff, Guirri Mafia",49729
"Rohff, Leck",104656
"Rohff, Nassi",39920
"Rohff, Niro",463273
"Rokkapela ""Parlaments""",2979
"Roll Deep, Jodie Connor",50526
"Roll Rida, Rahul Nambiar, Lady Kash, Rahul Sipligunj, Blazee, Thaman S",621265
"Rombai, Abraham Mateo, Reykon",1868411
"Rombai, Alvaro Apagón",20182
"Rombai, Marama",2855046
"Romeo Blanco, Allan Eshuijs",23328
"Romeo El Santo, Sofia Hervier",635994
"Romeo Santos, Anthony Santos, Luis Vargas, Raulin Rodriguez",17937
"Romeo Santos, Daddy Yankee, Nicky Jam",78971613
"Romeo Santos, El Chaval de la Bachata",1119342
"Romeo Santos, Elvis Martinez",627534
"Romeo Santos, Frank Reyes",922027
"Romeo Santos, Joe Veras",706305
"Romeo Santos, Juan Luis Guerra 4.40",111552
"Romeo Santos, Kiko Rodriguez",1279231
"Romeo Santos, Luis Vargas",539955
"Romeo Santos, Monchy & Alexandra",260837
"Romeo Santos, Raulin Rodriguez",924972
"Romeo Santos, Teodoro Reyes",774264
"Romeo Santos, Zacarias Ferreira",984343
"Romy, Bombay Rockers, Tanishk Bagchi",36121
"Romy, Nikhita Gandhi",941361
"Romy, Nikhita Gandhi, Tanishk Bagchi, Tigerstyle",646134
"Romy, Tanishk Bagchi, Yo Yo Honey Singh",5550134
"Romy, Vivek Hariharan, Shashwat Sachdev",11718
"Roméo Elvis, Le Motel",1169753
"Roméo Elvis, Le Motel, Angèle",853296
"Roméo Elvis, Le Motel, Grems",221450
"Roméo Elvis, Le Motel, Jan Paternoster",2713
"Roméo Elvis, Le Motel, VYNK",258097
"Ron Ng, 黃宗澤",42558
"Ronald El Killa, Alex Rose, Lenny Tavárez",1501055
"Ronghao Li, Lexie Liu",79802
"Ronnie Ferrari, Locke",1025729
"Ronnie Flex, ADF Samski",546426
"Ronnie Flex, BLØF",13919429
"Ronnie Flex, Boef",4533917
"Ronnie Flex, Bokoesam, Djahboy",994053
"Ronnie Flex, Bokoesam, Priceless",1072150
"Ronnie Flex, D-Love",1208814
"Ronnie Flex, Famke Louise",10678002
"Ronnie Flex, Frenna",16611303
"Ronnie Flex, Jacin Trill",1941154
"Ronnie Flex, James Francis, Alec Petrus",640512
"Ronnie Flex, Jonna Fraser",647599
"Ronnie Flex, Leafs",3554615
"Ronnie Flex, Lil Kleine, Mr. Polska",336455
"Ronnie Flex, Maan",14271787
"Ronnie Flex, Priceless",226863
"Ronnie Flex, Sarita Lorena",4409038
"Ronnie Flex, Sevn Alias",538190
"Ronnie Flex, Tabitha",3753042
"Ronnie Flex, Winne",1268770
"Ronny J, Sfera Ebbasta, Duki",289743
"Rooftop, AUTTA",2502522
"Roop Kumar Rathod, Sonu Nigam",13939
"Rooz, Dardan, Jayem",1442471
"Rooz, Olexesh",1086490
"Rosa Chemical, Boro Boro",60143
"Rosa Chemical, Dani Faiv",161571
"Rosa Chemical, Rkomi",331483
"Rosa Chemical, Thelonious B.",3189174
"Rosa Chemical, Wayne Santana, MACE",61843
"Rosalie., Stendek",23291
"Rose Sirintip, พีธ พีระ",1763
"Roshelle, Don Joe",76504
"Roshelle, Lele Blade",59510
"Rosie Yang, 余枫",23352
"Rota, Canbay & Wolker, Cato, Velet, Defkhan",797053
"Rotjoch United, MocroManiac, Eves Laurent, Jozo, LouiVos, SBMG, Pietju Bell, Kempi",581528
"Roxeanne Hazes, Andre Hazes",129204
"Roxx Remora, Danielle Ripley",2019
"Roxy Rosa, Chivv",204412
"Roy Kafri, Tal Tirangel, שירי מרפסת",188793
"Roy Kafri, Tal Tirangel, שירי מרפסת, Omri Anghel",21543
"Roy Kafri, Tal Tirangel, שירי מרפסת, Shuzin",14485
"Roy Kim, EZ Kim",214806
"Rozz Kalliope, Ece Seçkin",11259279
"Ruanzinho, Dany Bala",25898226
"Rubel, ANAVITÓRIA",1522542
"Ruco Chan, Nancy Wu",135652
"Rudeboyz, Nokwazi, TNS",1128
"Rudimental, Major Lazer",36006998
"Rufus Wainwright, Carla Bruni, Madeleine Peyroux, Iggy Pop, Emilie Simon, Michel Legrand",225676
"Rufus, Chaka Khan",58419
"Rum, NIT, Masew",1045
"Ruma, Bulle",16319
"Ruma, Dj Sweedy",122999
"Rupinn, Lisa Mishra",90480
"Russ Millions, Ms Banks, Lethal Bizzle, Taze, LD, Digga D",1682285
"Russ Millions, Tion Wayne, Aitch, Swarmz, Sav'o, JAY1",45793129
"Russ, Ty Dolla $ign",754188
"Ruth Reginalds, Björgvin Halldórsson",374623
"Rutvik Talashilkar, Aanandi Joshi, Shail Hada",45111
"Rv, Headie One",188049
"Rvfv, Bandaga",11880864
"Rvfv, Keen Levy",3808234
"Rvfv, Omar Montes, Daviles de Novelda",24806872
"Rvfv, Pablo Mas",8730290
"Rvssian, Anuel AA, Juice WRLD",6624250
"Rvssian, Arcangel, Farruko, Konshens, Nicky Jam",1209
"Rvssian, Bad Bunny, Farruko, Nicky Jam, Kosa",2468756
"Rvssian, Darell, Zion & Lennox",59193073
"Rvssian, Farruko, J Balvin",60369414
"Rvssian, Nicky Jam, Farruko, Arcangel, Konshens",2808277
"Rvssian, Sfera Ebbasta",43132969
"Ryan Blyth, After 6",830073
"Ryan Gosling, Emma Stone",18428484
"Ryan Roy, Itzza Primera, Legarda, Luisa Fernada w, Dejota 2021",42676
"Rytmus, Fillipian",20925
"Rytmus, Mega M, P.A.T.",116713
"Rácz Gergõ, Burai Krisztián",14668
"Rácz Gergõ, Orsovai Reni",1285200
"Rémy, Hornet La Frappe, Kalash Criminel",573917
"Rémy, Leto",8022749
"Rémy, Mac Tyer",228735
"Río Roma, Fonseca",1975294
"Río Roma, Yuridia",89416
"Röyksopp, Susanne Sundfør",28763
"S-X, KSI",137226
"S.Pri Noir, 4Keus",102055
"S.Pri Noir, Alonzo",2945358
"S.Pri Noir, Alpha Wann, Sneazzy",735629
"S.Pri Noir, Dadju",53252
"S.Pri Noir, Haute",210574
"S.Pri Noir, Laylow",105483
"S.Pri Noir, Lefa",51078
"S.Pri Noir, Leto",255575
"S.Pri Noir, Lyna Mahyem",45942
"S.Pri Noir, Nekfeu",22511150
"S.Pri Noir, Nemir",134667
"S10, Kevin, Hef",53302
"S1sco, Sosa",28673
"S9ine, ADAAM",19486
"SACHI, NÏKA",144192
"SALU, JP THE WAVY, EXILE SHOKICHI",290377
"SAMMY & LESEN, Alvaro Valencia",6645
"SAMMY & LESEN, Bass Ball",6350
"SAMMY & LESEN, Dafne",6471
"SAMMY & LESEN, Lily Caro",6604
"SAMMY & LESEN, Minerva Mercado",6543
"SAMY, Eno",317016
"SANÉ, IKE",15591
"SB Maffija, Bedoes, Białas, Moli, Solar",535066
"SB Maffija, Bedoes, Białas, White 2115",533515
"SB Maffija, Beteo, Białas, Mata, Adi Nowak, White 2115, Lanek",22237
"SB Maffija, Beteo, Janusz Walczuk, Jan-Rapowanie, Solar, Mata, Moli, Adi Nowak, Białas",173759
"SB Maffija, Białas, Jan-Rapowanie, Lanek, Moli, Beteo, Kacperczyk",786053
"SB Maffija, Deemz, Bedoes, PlanBe",2390538
"SB Maffija, Jan-Rapowanie, Janusz Walczuk, Białas, White 2115, Bedoes, Adi Nowak, Beteo, Mata, Solar",1773994
"SB Maffija, Kacperczyk, Jan-Rapowanie, Solar, Janusz Walczuk, Moli, Adi Nowak",695943
"SB Maffija, Mata",195194
"SB Maffija, Mata, Bedoes, White 2115, Solar, Janusz Walczuk, Adi Nowak",764257
"SB Maffija, Mata, White 2115, Jan-Rapowanie, Janusz Walczuk, Kacperczyk, Beteo",1900013
"SB Maffija, Mata, White 2115, Jan-Rapowanie, Janusz Walczuk, Kacperczyk, Beteo, Adi Nowak",220851
"SB Maffija, White 2115",3019283
"SB Maffija, White 2115, Bedoes",600817
"SBM, J Balvin, Zion, Lennox",126844
"SBMG, Boef",21972451
"SBMG, D-Double, MocroManiac, Josylvio",968905
"SBMG, Diquenza",3270752
"SBMG, Elliven",1077039
"SBMG, Eves Laurent, Geechi",238438
"SBMG, Frenna",576960
"SBMG, Jayh, Zefanio",913772
"SBMG, Jonna Fraser",14257
"SBMG, Josylvio, Sevn Alias, D-Double, Stijco",33215
"SBMG, Kojo Funds",708652
"SBMG, Latifah",1708856
"SBMG, Lil Kleine",9467931
"SBMG, Monsif",269867
"SBMG, NAVI",1823010
"SBMG, Stijco, Lil Kleine",2461671
"SBMG, Willie Wartaal, Dio, Big2, Sef",17474
"SCRUBB, Vin Siriwong",35322
"SDJM, Conor Maynard",36597
"SDP, 257ers",59465
"SDP, Bela B.",421292
"SDP, Capital Bra",38731621
"SDP, Prinz Pi",85012
"SDP, Sido",39243
"SEULGI, CHUNG HA, SinB, JEON SOYEON",113624
"SFB, Broederliefde, Ronnie Flex",87857
"SFB, Dopebwoy, Leafs",8945012
"SFB, Jayh",441988
"SFB, Jonna Fraser",1107492
"SFB, Josylvio",333673
"SFB, Lijpe, Boef",794803
"SFB, Murda",14638116
"SFB, Philly Moré, F1rstman",4767634
"SFB, Rabby Racks",126895
"SFB, Ronnie Flex",15304689
"SFB, Sevn Alias",790072
"SFB, Tabitha",273186
"SFB, Zefanio",1228507
"SG Lewis, Clairo",4524
"SHADE VALINTINO, Jaquae",1083
"SHAED, ZAYN",31893414
"SHAUN, Advanced",32370
"SICKOTOY, Minelli",261273
"SICKOTOY, Roxen",17093
"SIN, Ohm Cocktail",799381
"SINAN, Macky",175183
"SINAN, Matte Caliste",2101369
"SJUR, B-Case",846360
"SJUR, Boye & Sigvardt",16243
"SKII6, Cledos, ibe",13872
"SKY-HI, SALU",2027
"SKiNNY BARBER, Fobia Kid",7212
"SKiNNY BARBER, STEIN27",16689
"SKiNNY BARBER, Sensey",4368
"SKiNNY BARBER, Sensey, Young Multi",25646
"SL, Chip",1242577
"SL, Kenny Beats",734265
"SLUMBERJACK, Vera Blue",46487
"SMC Lähiörotat, K.V.N, Lobo",70185
"SNIK, A!MS",1865954
"SNIK, Capo Plaza",945089
"SNIK, Guè Pequeno, Noizy, Capo Plaza",4408389
"SNIK, Light",86232
"SNIK, Mad Clip",1754119
"SNIK, Mente Fuerte",799560
"SNIK, Noizy",1101880
"SNIK, Tamta",3999078
"SOIL & “PIMP” SESSIONS, Daichi Miura",17078
"SOYOU, BAEKHYUN",3309
"SRNO, David Benjamin",287705
"STARLYTE, Sophia Fredskild",51124
"STEIN27, ConspiracyFlat",127277
"STUK, Zanger Kafke",213387
"SUPER JUNIOR, Leslie Grace, Play-N-Skillz",556807
"SUPER JUNIOR, Reik",325520
"SXTEEN, Mula B",2370632
"SXTEEN, Poke",868423
"SZA, Calvin Harris",28776897
"SZA, Game of Thrones",37704896
"SZA, Justin Timberlake",39023504
"SZA, The Weeknd, Travis Scott, Game of Thrones",36936606
"SZA, Travis Scott",712300
"SZK, ADHD",50122
"SZK, Barnakór Lindakirkju, Ra:tio",17471
"SZK, DiljáFKNPé",17427
"SZK, Króli",145572
"SZK, freyja",9605
"Saad Lamjarred, Mohamed Ramadan",1315876
"Sabaton, Apocalyptica",8019
"Sabela, Marilia Monzón",68303
"Sabela, Miki Núñez",160334
"Sabina Ddumba, Mr Eazi",592644
"Sabrina Carpenter, Jonas Blue",27210635
"Sabrina Carpenter, Saweetie",47234
"Sabrina Carpenter, Shanti Dope",73072
"Sachet Tandon, Dhvani Bhanushali, Tanishk Bagchi",15075079
"Sachet Tandon, Parampara Tandon, Sachet-Parampara",23054365
"Sachet Tandon, Rochak Kohli",24961
"Sachet Tandon, Sachet-Parampara",25896750
"Sachet Tandon, Sachin-Jigar",2022696
"Sachet Tandon, The Fusion Project",9330479
"Sachin-Jigar, Arijit Singh, Priya Saraiya",210008
"Sachin-Jigar, Badshah, Shalmali Kholgade, Gurdeep Mehendi",6693696
"Sachin-Jigar, Darshan Raval, Neha Kakkar",6372021
"Sachin-Jigar, Jubin Nautiyal, Asees Kaur",3928262
"Sachin-Jigar, Mika Singh, Nikhita Gandhi, Benny Dayal",172138
"Sachin-Jigar, Shreya Ghoshal, Tochi Raina",40992
"Sachin-Jigar, Vishal Dadlani, Jonita Gandhi",122403
"Sad Eye, Chris Kilroy, Swedish Red Elephant",156961
"Sadam, Dof Twogee",319365
"Sadam, Savv",16982
"Sadek, Dinos, Ixzo",515951
"Sadek, Kofs",336201
"Sael, El Villano, Mozthaza",680332
"Sagi Abitbul, Guy Haliva",12392
"Sagopa Kajmer, Bergen",97794
"Saian, Allame",19752
"Saian, Kst",85931
"Saif Amer, Mahmoud El Turky",41380
"Sak Noel & Salvi, Sean Paul",1940076
"Sal Priadi, Nadin Amizah",25130097
"Salatiel, Pharrell Williams, Beyoncé",5548
"Saliboy, GWG",3099836
"Saliboy, Rob Bourne",1814661
"Salim, Amenazzy",66848
"Salim–Sulaiman, Maher Zain",6944
"Salim–Sulaiman, Sukhwinder Singh, Marianne D'Cruz, Jaideep Sahni",11731
"Salma Rachid, Mok Saib",88245
"Salman Ali, Muskaan, Sajid-Wajid",15859
"Salman Khan, Payal Dev, Sajid-Wajid",38885
"Salvador Da Rima, NOG, Mc Kevin, MC Ryan SP, Mc Lele JP",1788335
"Sam C.S., Anirudh Ravichander",153637
"Sam Feldt, Akon",428518
"Sam Feldt, Deepend, Teemu",301094
"Sam Feldt, Hook N Sling",112697
"Sam Feldt, Kate Ryan",36545
"Sam Feldt, LVNDSCAPE",1692594
"Sam Feldt, Lucas & Steve, Wulf",207740
"Sam Feldt, Lush & Simon",368749
"Sam Feldt, Möwe",97863
"Sam Feldt, Sigma",3415803
"Sam Feldt, VIZE",817670
"Sam Feldt, Yves V",4511
"Sam Hui, Leslie Cheung",30831
"Sam J'taime, Moeman",38607
"Sam Smith, John Legend",41690
"Sam Smith, Logic",1200736
"Sam The Kid, Boss AC",4573
"Sam's, Lacrim",511651
"Samanta Tina, Arnis Račinskis, Jānis Zvirgzdiņš",2214
"Samantha, Javy Ramírez",32771
"Samey, Ben Cristovao",483576
"Samey, Ego, Dalyb",239166
"Samey, Gleb",555418
"Samey, Saul",239093
"Samey, Taomi",375263
"Samey, Yzomandias",308182
"Samey, Yzomandias, Ego",128136
"Samey, Zayo, Saul",459644
"Sami, Lil Lano",2271913
"Samir & Viktor, TIX",205700
"Samir Badran, Sigrid Bernson",302157
"Sammi Cheng, Tie Shu Lan",14309
"Sammie Halliday, Yxng Bt",2891
"Sammy Sum, Prudence Liew",11562
"Sammy Sum, 莫凱謙, 享樂團",2341
"Samra, Capital Bra",234291626
"Samra, Capital Bra, Brudi030, Kalazh44",16995720
"Samra, ELIF",28341743
"Samson, EME",151219
"Samthing Soweto, DJ Maphorisa, Kabza De Small, Mfr Souls",335747
"Samthing Soweto, Makhafula Vilakazi",42791
"Samthing Soweto, Mlindo The Vocalist, DJ Maphorisa, Kabza De Small",61609
"Samthing Soweto, Sha Sha, DJ Maphorisa, Kabza De Small",935830
"Samuel Heron, Lo Stato Sociale",56745
"Samuel Heron, Sick Luke",3615674
"Samuel Heron, TY1",42512
"Samuel Heron, Tony Effe",260730
"Samuel Kim, Black Gryph0n",208581
"Samuel, Jovanotti",14495
"Samurai Jay, Dat Boi Dee",73401
"Samurai Jay, M4W, Dat Boi Dee",20934678
"San E, Hwa Sa",2440
"San Holo, Bipolar Sunshine",3084
"San Joe, Freitera",2713264
"Sanctuary of The Lonely, 鄭叡鴻, 罌粟, 王小宇",9470
"Sandee Chan, Waa Wei",43569
"Sandee Chan, 許正泰",6220
"Sander Mölder, Daniel Levi",5032
"Sander Mölder, NOËP",20241
"Sander Wazz, KHEA, Ecko",456647
"Sandhy Sondoro, Monita Tahalea",12421
"Sandra Lyng, Morgan Sulele",34384
"Sandra Lyng, Temur",177156
"Sandra Lyng, Vidar Villa",1070453
"Sandrine Pinna, Nana Lee, Fan Yi Chen, 林慶台, 趙詠華, Suming, 米非, Juan Ying Zhuang, Zhong Yu Lin, 馬念先, Wei Min Ying, Min Xiong Lee",92458
"Sandro Cavazza, Brother Leo",154427
"Sandro Cavazza, Lou Elliotte",923769
"Sandro Cavazza, P3GI-13",17724471
"Sandy, ANAVITÓRIA",15412506
"Sandy, Lucas Lima",85521
"Sandy, Tiago Iorc",3330649
"Sandzo, Olexesh",71710
"Sani, Kasmir",6498
"Sanjith Hegde, Arjun Janya",110084
"Sanluis, Chino & Nacho",97052
"Sanna, Shirley & Sonja",1529739
"Sanne Salomonsen, Nikolaj Steen",1098934
"Sansar Salvo, Can Kazaz",261963
"Sansar Salvo, Ceza",50780
"Sansar Salvo, Kaan Boşnak",6404193
"Sansar Salvo, Koray Avcı",11600
"Santaferia, Illapu",6553867
"Santana the Golden Boy, Amenazzy, Noriel",33562
"Santiago Cruz, Andrés Cepeda",8596
"Santiago Cruz, Manuel Medrano",20135
"Santiago Cruz, Miranda!",13511
"Santiago Cruz, Morat",494126
"Santiago Cruz, Vicente Garcia",6882
"Santiago SaySo, Kevin Hues",7636
"Sapobully, Greg Willen",161843
"Sara Farell, Simon Samaeng",55203
"Sara Gold, SOFIA",168382
"Sara Varga, Juha Mulari",339840
"Sarah Dawn Finer, Malena Ernman",359167
"Sarah Geronimo, This Band",33010
"Sarah Geronimo, Yeng Constantino",651074
"Sarath Santosh, Ramya Behra",106447
"Sarit Hadad, MaZeZe",2254
"Sarius, Gedz",91370
"Sarius, Gibbs",27731394
"Sarius, Gibbs, Szpaku",4535385
"Sarius, Szpaku",149306
"Sarpsborg Kammerkor, Forsvarets Stabsmusikkorps",51693
"Sartiboy, Lary Over",27498
"Sash!, Olly James",38250
"Saske, Baghdad",656310
"Saske, Beyond",265504
"Saske, DJ PaCo",1262847
"Saske, Givi",474320
"Saske, Kareem Kalokoh",216964
"Saske, Kareem Kalokoh, Grandbois",96121
"Saske, Kareem Kalokoh, Moose, Grandbois",163552
"Satra B.E.N.Z., Azteca",9388
"Satra B.E.N.Z., Damia",45051
"Satra B.E.N.Z., Domnul Udo, Amuly, Ian, Azteca, Nane",53324
"Satra B.E.N.Z., Golani",1575
"Satra B.E.N.Z., Liviu Teodorescu",1533
"Satra B.E.N.Z., Loredana",8944
"Satra B.E.N.Z., Nane",43730
"Satra B.E.N.Z., Oscar",9382
"Satra B.E.N.Z., Oscar, Amuly",5185
"Satra B.E.N.Z., Tony 1",9250
"Saul, Ego",39985
"Saul, Gleb",40585
"Saul, Marko Damian",29092
"Saul, Taomi",31382
"Saulės Kliošas, JUSTÉ",66995
"Savage Plug, 7liwa",2379
"Savas, Sido",567360
"Saxx in the City, Teza Sumendra",139884
"Sayedar, Önder Şahin, Ceza",2248993
"ScHoolboy Q, Kanye West",104506
"ScHoolboy Q, Kendrick Lamar",40051
"Schwesta Ewa, Bonez MC",668624
"Schwesta Ewa, SXTN",1227954
"Scooter, FiNCH",2636284
"Scooter, Harris & Ford",13922
"Scooter, Xillions",1545
"Seakret, Anitta, Jojo Maronttinni",2135708
"Sean Finn, Corona",32075
"Sean Paul, David Guetta, Becky G",253267123
"Sean Paul, Dua Lipa",82251005
"Sean Paul, Ellie Goulding",834916
"Sean Paul, J Balvin",291591630
"Sean Paul, Jeremy Harding, Murray Elias",11203
"Sean Paul, Major Lazer",3664158
"Sean Paul, Migos",41676
"Sean Paul, Stefflon Don",50386
"Sean Paul, Tove Lo",4625845
"Sean Paul, YG",12566
"Season Five, Stamp, Fong Beer",3939014
"Season Five, The Parkinson",8247634
"Sebastian Stakset, Einár",2512205
"Sebastian Stakset, SINAN",65159
"Sebastian Yatra, Beret",54623458
"Sebastian Yatra, Cali",10098
"Sebastian Yatra, Camilo",3970276
"Sebastian Yatra, Cosculluela, Cali Y El Dandee",19593318
"Sebastian Yatra, Daddy Yankee, Natti Natasha, Jonas Brothers",217159423
"Sebastian Yatra, Dalmata",72816321
"Sebastian Yatra, Isabela Merced",47867
"Sebastian Yatra, Luis Figueroa, Lary Over",309066696
"Sebastian Yatra, Mau y Ricky",385432664
"Sebastian Yatra, Mau y Ricky, Farruko, Sharo Towers",587411
"Sebastian Yatra, Nacho, Wisin",59562252
"Sebastian Yatra, Rauw Alejandro, Manuel Turizo",32559738
"Sebastian Yatra, Rauw Alejandro, Manuel Turizo, Cosculluela, Lalo Ebratt, Llane, Dalmata",3154464
"Sebastian Yatra, Reik",398867340
"Sebastian Yatra, Ricky Martin",4095304
"Sebastian Yatra, Ñejo, Dalmata",793360
"Sech, Alex Rose",1139059
"Sech, Arcangel, Gigolo Y La Exce",223253
"Sech, BCA",29424
"Sech, Daddy Yankee",12752285
"Sech, Dalex",506400
"Sech, Darell",774521991
"Sech, Duboski, Yemil",79387
"Sech, Farruko",31376
"Sech, Farruko, Zion & Lennox",65976287
"Sech, Justin Quiles",24615240
"Sech, Justin Quiles, De La Ghetto, Dímelo Flow",30467843
"Sech, Justin Quiles, Jowell & Randy, Dímelo Flow",97255
"Sech, Justin Quiles, Maluma, Nicky Jam, Farruko, Dalex, Lenny Tavárez",365239807
"Sech, Lenny Tavárez",160970
"Sech, Manuel Turizo",10621164
"Sech, Martin Machore",46588
"Sech, Mozart La Para, Farina",750709
"Sech, Myke Towers",1342979
"Sech, Nando Boom",74154
"Sech, Ozuna",324517540
"Sech, Ozuna, Anuel AA, Darell, Nicky Jam",507277812
"Sech, Zion & Lennox",102836
"Secreto ""El Famoso Biberon""",375706
"Secreto ""El Famoso Biberon"", Black Jonas Point, Liro Shaq",741455
"Secreto ""El Famoso Biberon"", Ceky Viciny",649640
"Secreto ""El Famoso Biberon"", El Fecho, Nino Freestyle",92293
"Secreto ""El Famoso Biberon"", Farruko",9517
"Secreto ""El Famoso Biberon"", Lapiz Conciente, Musicologo The Libro",5721
"Secreto ""El Famoso Biberon"", Nino Freestyle, El Pecho",183777
"Secta, МБТ",3054
"Secta, ПРИМ",1072
"Secta, Симбад",1212
"Secta, Чибук",1187
"Section Pull Up, DJ Mike One",20938
"Seeb, Bastille",15459368
"Seeb, Dagny",42708427
"Seeb, Goodboys, HRVY",1190309
"Seeb, Goodito Frito",139166
"Seeb, Greg Holden",574356
"Seeb, Highasakite",3142964
"Seeb, Jacob Banks",3556731
"Seeb, Neev",16304
"Seeb, Olivia O'Brien, Space Primates",570706
"Seeb, R. City",1812695
"Seeb, Skip Marley",1458829
"Seeb, Skylar Grey",16621
"Seeb, Zak Abel",489107
"Seffelinie, Lijpe",30793
"Sehabe, Aydilge",6828187
"Sehabe, Şanışer",8742
"Seinabo Sey, Jacob Banks",335606
"Seinabo Sey, Vargas & Lagola",1069447
"Seksikäs-Suklaa, Dosdela",2190854
"Seksikäs-Suklaa, Prinssi Jusuf",36696
"Selami Şahin, Burcu Güneş",55189
"Selda Bağcan, Ahmet Kaya",571421
"Sele, Ripen",741189
"Selecta, Recycled J",122106
"Selena Gomez, Marshmello",376094208
"Selmon, Ufo361",322264
"Semi Tee, Ma Lemon",1935
"Semi Tee, Miano, Kammu Dee",584920
"Semi Tee, Miano, Kammu Dee, Ora Dee",10215
"Senidah, RAF Camora",8868439
"Senkise, Hiro",819157
"Senkise, Majka",1186731
"Sensey, Boyana",10586
"Sensey, Fobia Kid, Sergei Barracuda",24376
"Sensey, Hugo Toxxx",31471
"Sensey, Roxana",1145049
"Sensey, SKiNNY BARBER",1406612
"Sensey, Sergei Barracuda",43809
"Sentino, Bedoes",483367
"Separ, AstralKid22, Dokkeytino, Tisci, Tvrnflx",106839
"Separ, Ben Cristovao",293751
"Separ, Bitman, Rest",156441
"Separ, DJ Wich, Lvcas Dope",2330
"Separ, DMS",177828
"Separ, Dame, Kali",11580
"Separ, Dano Kapitán",197550
"Separ, Erik Tresor",117292
"Separ, Kali, Dame",2834
"Separ, Karlo, Nik Tendo, Yzomandias",237436
"Separ, Lvcas Dope, DJ Wich",2339
"Separ, Matej Straka",43552
"Separ, Nerieš",148773
"Separ, TVRNFLX, Dokkeytino, AstralKid22, Tisci",20334
"Separ, Tina",237801
"Separ, Yzomandias",172619
"Separ, Yzomandias, Karlo, Nik Tendo",48279
"Separ, Čis T, Strapo",763597
"Serdar Ayyıldız, Seren Uzun",502450
"Serdar Ortaç, Yıldız Tilbe",8059
"Sergei Barracuda, Ektor",42535
"Sergei Barracuda, Palermo",45652
"Sergei Barracuda, Pastor",24566
"Sergei Barracuda, Rytmus",52495
"Sergei Barracuda, Sensey",115234
"Sergei Barracuda, Smack",12631
"Sergei Barracuda, Smack, Pil C",84536
"Sergio Echenique, Lo Blanquito",29738
"Sergio Echenique, Milo K",3467
"Sergio Ramos, Demarco Flamenco",722254
"Sero El Mero, Carvelo El Mero",87924
"Sero, Paula Douglas",516425
"Server Uraz, Ceg, Fery",335921
"Seth MacFarlane, Sara Bareilles",141954
"Seven Kayne, KHEA, Bhavi, Omar Varela, MYKKA",4292767
"Sevenn, Alok",1308788
"Sevn Alias, 3robi",174058
"Sevn Alias, AG BLAXX",113649
"Sevn Alias, Ashafar",520144
"Sevn Alias, Beenie Man",444210
"Sevn Alias, Beertje, Lucass",183685
"Sevn Alias, Blanco",247126
"Sevn Alias, Boef",2758956
"Sevn Alias, Candy Dulfer",3527230
"Sevn Alias, Chivv, Lijpe",3722818
"Sevn Alias, Idaly, Jonna Fraser",134655
"Sevn Alias, JoeyAK",1077088
"Sevn Alias, Jonna Fraser",2115354
"Sevn Alias, Josylvio",6120979
"Sevn Alias, Josylvio, F.I.",731758
"Sevn Alias, Kevin",652456
"Sevn Alias, Kevin, Hef",437190
"Sevn Alias, Kevin, Josylvio, Kempi",562382
"Sevn Alias, Lil Kleine",419808
"Sevn Alias, Lil Kleine, Boef",7377140
"Sevn Alias, Lucass",280912
"Sevn Alias, Maan",3207695
"Sevn Alias, Mr. Probz",728961
"Sevn Alias, Mula B, Trobi",17780632
"Sevn Alias, Ronnie Flex",737729
"Sevn Alias, Sigourney K",679459
"Sexmane, Ege Zulu",1176924
"Seyfi Yerlikaya, Özge Öz Erdoğan",17549
"Sezen Aksu, Okay Barış",161309
"Sfera Ebbasta, Charlie Charles",62264
"Shabab Sabri, Divya Kumar, Sajid, Sajid-Wajid",140519
"Shade, Federica Carta",28724187
