Artist,Total Streams
"Plan B, Chencho Corleone, Farruko, Darell, Brytiago",16114061
"Plan B, Natti Natasha, Daddy Yankee, R.K.M & Ken-Y, Arcangel",7162804
"PlanBe, Otsochodzi",2770937
"PlanBe, Smolasty",153172
"PlanBe, Tymek",1904615
"Plasticboy, Bleache, Yung Nigo Drippin'",14713
"Play-N-Skillz, Daddy Yankee, Zion & Lennox",505115
"Play69, Eunique",802947
"Play69, Fler, Farid Bang",749468
"Play69, Sipo",107086
"Playboi Carti, Lil Uzi Vert",13249333
"Playboi Carti, Pi’erre Bourne",1838739
"Pleight, Pirate Snake",19405
"Plumbo, Katastrofe",540029
"Pluuto, Heleza",42735
"Pluuto, nublu",144333
"Pluuto, nublu, Reket",170442
"PnB Rock, XXXTENTACION",10421098
"Poeta Callejero, Black Jonas Point",1239
"Point, Art Marut",33339
"Poju, DJ Anton",2636046
"Pokahontaz, Kaliber 44",14015
"Poke, Chivv",1359642
"Poke, Mensa",230622
"Poke, MocroManiac",822658
"Pokáč, Anna Slovackova",3323
"Pol Granch, Natalia Lacunza",514745
"Pole., Pilar Moxó",9975357
"Polimá Westcoast, Gianluca, Young Cister",4688865
"Polimá Westcoast, Pablo Chill-E",20224781
"Polimá Westcoast, Young Cister",891507
"Polo G, Lil Tjay",1393869
"Polo G, Stunna 4 Vegas",83537301
"Polo G, Stunna 4 Vegas, NLE Choppa, Mike WiLL Made-It",20132611
"Polycat, พี่เทอด",284449
"Poncho, Felipe Herrera",37374
"Ponso, 蕭小M",4102
"Poo Bear, J Balvin",63349
"Poo Bear, Jennifer Lopez",11909
"Poo Bear, Justin Bieber, Jay Electronica",10753248
"Poo Bear, Zara Larsson",209452
"Poorchoice, Cam Sanders, Veronica Bravo",5523
"Pop Smoke, Rowdy Rebel",13849950
"Popeda, Mariska",7450
"Popkiller Młode Wilki, Opał, Qry, Koza, Oki, Karian, Lipa, Przyłu, be vis, ZetHa, Bober, Miły ATZ, Augustyn",46506
"Popkiller Młode Wilki, Zeamsone, Frosti, Kamil Pivot, White 2115, Fejz, Jan-Rapowanie",1546629
"Poptracker, ArianA",3369
"Porsche Boy, Dalyb",424961
"Portavoz, Cidtronyck",88629
"Portavoz, Stailok",503673
"Porter Robinson, Madeon",107269
"Portion Boys, HesaÄijä",134805
"Portion Boys, Pasi ja Anssi",2016310
"Post Malone, 21 Savage",265497051
"Post Malone, Justin Bieber",10199574
"Post Malone, Nicky Jam, Ozuna",3143
"Post Malone, Quavo",874602051
"Post Malone, Roddy Ricch, Tyga",54656264
"Post Malone, Swae Lee",-1494842175
"Potato, Kong Saharat",1221
"Potato, Vee Violette Wautier",113621
"Pournaras, Yze",6196
"Powfu, beabadoobee",704617566
"Praveen Koval, Chintan Chauhan, Alexandra Joy",2733
"Prem Dhillon Ft. Sidhu Moosewala, Naseeb",2258925
"Preslava, Galin",187777
"Pressa, Lil Uzi Vert, Murda Beatz",119358
"Priceless, Delany",707100
"Priceless, Eljero Elia",129356
"Priceless, Frenna, Murda",22748920
"Priceless, Le' max",204768
"Priceless, LouiVos, Brasco",550562
"Priceless, Philly Moré, Yxng Le",237035
"Priceless, Qlas & Blacka",3852497
"Priceless, Rhema & Bethel",77049
"Pricetagg, CLR",3187959
"Prince Fendi, Yung Nigo Drippin'",44591
"Prince Kaybee, AKA, Indlovukazi, Afro Brothers, Supta",3193
"Prince Kaybee, Busiswa, TNS",333550
"Prince Kaybee, Holly Rey",1167
"Prince Kaybee, Indlovukazi, Supta, Afro Brothers",298180
"Prince Kaybee, LaSoulMates, TNS, Zanda Zakuza",1176
"Prince Kaybee, Msaki",686213
"Prince Kaybee, Rose",5388
"Prince Kaybee, Shimza, Black Motion, Ami Faku",1747
"Prince Royce, Shakira",23376879
"Princesa Alba, Alizzz",181594
"Princesa Alba, Gianluca",3399026
"Prins, Rune Rudberg",13439
"Prinz Pi, Bosse",724882
"Prinz Pi, Bosse, Capital Bra",1164343
"Prinz Pi, Nessi",486820
"Priscilla Alcantara, Whindersson Nunes",28301701
"Pritam, Amit Mishra, Shilpa Rao",1545953
"Pritam, Arijit Singh",49245039
"Pritam, Arijit Singh, Antara Mitra, Nikhil D'Souza",5624088
"Pritam, Arijit Singh, Nikhita Gandhi",2486690
"Pritam, Arijit Singh, Shashwat Singh",11575312
"Pritam, Arijit Singh, Shilpa Rao",88802
"Pritam, Darshan Raval, Antara Mitra",7760927
"Pritam, Mohit Chauhan",2796050
"Pritam, Pardeep Singh Sran, Nakash Aziz",6050
"Pritam, TUSHAR JOSHI",516413
"Pritam, Tochi Raina, Rekha Bhardwaj",4104877
"Pritam, Vishal Dadlani, Shalmali Kholgade",71447
"Prodigio, G Son",28671
"ProfJam, benji price",605544
"Profeetat, Cheek, Elastinen",6341741
"Professor Green, Alice Chater",318300
"Profound Artist, Eric C.",15673
"Project Pat, Keak Da Sneak, Kafani",10603
"Projota, ANAVITÓRIA",9934806
"Projota, Anitta",474542
"Projota, Vitão",63012720
"Prusax, Ozols",4935
"Prusax, Steps",57043
"Prusax, Teacha",1284
"Prusax, Trench Mafia Locco",3633
"Prusax, VIŅA",4481
"Prusax, rolands če, xantikvariāts",3550
"Prāta Vētra, Gustavo",2348
"Prāta Vētra, Marina Kravets",52789
"Prāta Vētra, Musiqq",108879
"Pulsedriver, Tiscore",205383
"Punnany Massif, Papp Szabi",288297
"Punnany Massif, Pásztor Anna, Charlie, Pető Szabolcs",316194
"Puri, Jhorrmountain, Adje",8929990
"Puri, KILATE TESLA, Adje, Dopebwoy",33598
"Purple Disco Machine, Sophie and the Giants",80213
"Pusha T, Kanye West",7888745
"Pusha T, Rick Ross",4344180
"Pusho, MC Pablo, Lr Ley Del Rap",11372
"Pusho, Ozuna, Wisin",4106766
"Putzgrilla, TAY, Sacik Brow",4174
"Pyhimys, Aksel Kankaanranta",13815950
"Pyhimys, Ellinoora",900903
"Pyhimys, Evelina",876632
"Pyhimys, Hulda Huima",829895
"Pyhimys, Jasmine Lefrancois",126970
"Pyhimys, Miri",251508
"Pyhimys, Pepe Willberg",155072
"Pyhimys, Saimaa",4591160
"Pyhimys, Tiisu",149833
"Pyhimys, Vesta",4123455
"Pykäri, Pyhimys, Reino Nordin",39182
"Pyotr Ilyich Tchaikovsky, Claudio Abbado, Chicago Symphony Orchestra",334203
"Pøla, Apu",18627
"Púr Múdd, Andreas",1138
"Płomień 81, Pezet, Onar, Kabe",114404
"Q Twins, DJ Tira",1848
"Q.E Favelas, Sadek, GLK",951730
"QARAN, Badshah",6105091
"QUEEN BEE, DAOKO",47905
"Qlas & Blacka, $hirak",380549
"Qlas & Blacka, Blacka",4342637
"Qlas & Blacka, Felicia Tavares",28316
"Qlas & Blacka, Josylvio, Vic9",462196
"Qlas & Blacka, Kevin",430904
"Qlas & Blacka, Ronnie Flex",764146
"Qlas & Blacka, Ronnie Flex, Vic9",415572
"Qlas & Blacka, Tur-G, Andy VDM",34064
"Qry, MØJI",280803
"Qry, ZetHa",67610
"Quality Control, Lil Baby, DaBaby",40130350
"Quality Control, Migos",2433171
"Quality Control, Migos, Lil Yachty, Gucci Mane",1346569
"Quality Control, Quavo, Lil Yachty",5933217
"Quavo, Lil Pump",1406
"QueQuality, Siles, Qry, Żabson",145915
"Quebonafide, Bedoes",4081619
"Quebonafide, Duit, Daria Zawiałow",7750992
"Quebonafide, Kiełas",2376594
"Quebonafide, Klaudia Szafrańska",2910723
"Quebonafide, Kuban, Kuba Knap",13199
"Quebonafide, Kukon",249006
"Quebonafide, Mata",4036715
"Quebonafide, Mrozu",1956846
"Quebonafide, Natalia Szroeder",9158257
"Quebonafide, Paluch",145977
"Quebonafide, PlanBe & Szopeen",159521
"Quebonafide, PlanBe",1114754
"Quebonafide, Ralph Kaminski",1234804
"Quebonafide, Reto",9360625
"Quebonafide, Sentino",3047121
"Quebonafide, Smarki Smark, DJ Ike",1638996
"Quebonafide, Sokół, Czarny HIFI",3932895
"Quebonafide, Solar, Wac Toja",116759
"Quebonafide, Taco Hemingway",8785368
"Quebonafide, The Returners, Eripe",4376
"Quebonafide, Vito Bambino",1417383
"Quebonafide, Young Igi",177978
"Quebonafide, Young Lungs",179212
"Queen, David Bowie",362852697
"Quentin40, Dr. Cream",1154150
"Quimico Ultra Mega, Black Point",25379
"Quimico Ultra Mega, Bulin 47, Ceky Viciny, El Crok",83382
"Quimico Ultra Mega, Lapiz Conciente, Musicologo The Libro, BooBassKing",35557
"Quoc-Bao, Nguyen Ha",6606
"R-chord, Diana Wang",15407
"R-chord, Evangeline Wong",139023
"R-chord, Z-Chen",1333830
"R.K.M & Ken-Y, Natti Natasha",5882708
"R.Tee, Anda",5302
"R3HAB, A Touch Of Class",232788220
"R3HAB, Conor Maynard",735684
"R3HAB, Elena Temnikova",49280
"R3HAB, Ella Vos",44504
"R3HAB, Fabian Mazur",17791
"R3HAB, Felix Cartal",320367
"R3HAB, Frank Walker",623113
"R3HAB, GATTÜSO",2320516
"R3HAB, Jocelyn Alice",81702
"R3HAB, Jungleboi",8295468
"R3HAB, Kaela Sinclair",21031
"R3HAB, Lia Marie Johnson",415066
"R3HAB, MOTi, Fiora",4587
"R3HAB, Mike Williams",12247425
"R3HAB, Mokita",4240
"R3HAB, Noah Neiman",329944
"R3HAB, Quinn Lewis",6091
"R3HAB, Quintino",167847
"R3HAB, Skytech",17638
"R3HAB, THRDL!FE",295284
"R3HAB, VÉRITÉ",814246
"R3HAB, Waysons",3229
"R3SYNTH, Elias Vace",1038
"RADWIMPS, Toko Miura",58627
"RAF Camora, Ahmad Amin",908372
"RAF Camora, AriBeatz",33326452
"RAF Camora, Bausa",759230
"RAF Camora, Bonez MC",35110115
"RAF Camora, Bonez MC, Gzuz, Maxwell",13657816
"RAF Camora, Bonez MC, Gzuz, Ufo361",3918579
"RAF Camora, Gallo Nero",1824202
"RAF Camora, Gentleman",51178
"RAF Camora, Ghetto Phénomène",1845522
"RAF Camora, Joshi Mizu",965555
"RAF Camora, KC Rebell",3424080
"RAF Camora, Kontra K",728490
"RAF Camora, Lent",1919986
"RAF Camora, Maxwell, Gzuz, Bonez MC",3124383
"RAF Camora, The Cratez",14763292
"RAF Camora, Ufo361",2035364
"RAF, Fy",5072
"RAN, Hindia",2398980
"RAN, Kahitna",809992
"RAN, Yura Yunita",264663
"RAYE, Mabel, Stefflon Don",9605240
"RAYE, Mr Eazi",6350663
"REDZED, Tsunami J.",323145
"REVV, WOLKM3N",28390
"RHODES, Birdy",1365415
"RHODES, Felix Jaehn",2273479
"RIKA, Mickey Singh",10549
"RIN, Bausa",64757545
"RIRI, Junoflo",15962
"RIRI, KEIJU, Nariaki Obukuro",231492
"RITUAL, Tove Styrke",22639
"RK, Icy Narco",486138
"RK, Jul",1373000
"RK, Koba LaD",3233983
"RK, Maes",601366
"RK, PLK",477670
"RK, Sofiane",18504213
"RL Grime, Daya",52916
"RL Grime, Miguel, Julia Michaels",431048
"RM, NELL",208055
"RM, eAeon",202210
"ROLLÀN, F1rstman",917045
"ROSALÍA, A.CHAL",289787
"ROSALÍA, J Balvin, El Guincho",733020995
"ROSALÍA, Ozuna",460888992
"RPG, EggPlantEgg",36145
"RPG, RED芮德",73091
"RSAC, ELLA",10513
"RUGGED, F1rstman",152684
"Ra'is, Noah",2560121
"Ra'is, XATAR",1118233
"Raaban, Tungevaag",9677439
"Raaban, Tungevaag, Lovespeake",10932233
"Raaban, Tungevaag, Victor Crone",555671
"Rabby Racks, Bravs, Gino Stacksz, TAVV, Priceless, Sevirio",783461
"Rachel House, Auli'i Cravalho",3587
"Rachel Liang, Mixer",57707
"Rachel Liang, Ricky Hsiao",38471
"Rachel Liang, 六甲樂團",42396
"Radansa, No.1",51835
"Radikal Chef, Dymer",99439
"Radikal Chef, Indigo",40175
"Radikal Chef, LUISA",19832
"Radikal Chef, Maniak",35014
"Radikal Chef, Separ",48433
"Radistai Dj's, Beatrich",2265
"Rae Sremmurd, Gucci Mane",131153840
"Rae Sremmurd, Slim Jxmmi, Pharrell Williams",645956
"Rae Sremmurd, Swae Lee",19842326
"Rae Sremmurd, Swae Lee, Slim Jxmmi",327480704
"Raf Camor, Knochen MC",2566839
"Raf Davis, Nik Makino, M$tryo",354748
"Rafa Pabön, Brytiago, Barloe Team",1082169
"Rafa Romera, Hugo Cobo",34118
"Rafa Romera, Samantha",79275
"Rafet El Roman, Derya",6190310
"Raftaar, Karma",200355
"Raftaar, Nindy Kaur",30935
"Raftaar, Shah Rule",50797
"Raftaar, Shivi",221638
"Raghav Chaitanya, Anurag Saikia",120759
"Rahat Fateh Ali Khan, Asees Kaur, Tanishk Bagchi",5857282
"Rahat Fateh Ali Khan, Momina Mustehsan",62276
"Rahat Fateh Ali Khan, Tanishk Bagchi",672395
"Rahmania Astrini, Nino",83826
"Raiden, CHANYEOL, LeeHi, CHANGMO",835769
"Raige, Giulia Luzi",100835
"Raimonds Pauls, Nora Bumbiere, Viktors Lapčenoks",11629
"Raimonds Pauls, Nora Bumbiere, Viktors Lapčenoks, Margarita Vilcāne, Ojārs Grīnbergs",4491
"Raimonds Pauls, Nora Bumbiere, Viktors Lačenoks",1838
"Raimonds Pauls, Ojārs Grīnbergs",3758
"Raimonds Pauls, Viru vokalais ansamblis",4448
"Raimonds Pauls, Vīru Vokālais Ansamblis Edgara Račevska Vadībā",2892
"Raimonds Pauls, Zigfrīds Muktupāvels",11855
"Raimonds Pauls, Žoržs Siksna",14902
"Raisa, Dipha Barus",1095120
"Raisa, Isyana Sarasvati",1217964
"Raja Hasan, Romy",24701
"Rajaa Belmir, Omar Belmir",65919
"Rakel Pálsdóttir, Arnar Jónsson",1071
"Ralph Felix, SDJM",353770
"Ramji Gulati, Goldie Sohel",161726
"Ramji Gulati, Jyotica Tangri",298378
"Ramo, Hemso",72098
"Ramzi, Zwangere Guy, Manlike, Brackos",9464
"Random, Carl Brave",373308
"Randy, De La Ghetto",72512
"Ranjit Bawa, Desi Crew",434211
"Ranveer Singh, DIVINE, Naezy, Sez on the Beat",913480
"Ranveer Singh, Dub Sharma, DIVINE",8323074
"Ranveer Singh, Rishi Rich",340311
"Ranveer Singh, Spitfire, D-Cypher, BeatRAW",580686
"Ranveer Singh, Vibha Saraf, Ankur Tewari, Karsh Kale, Kaam Bhaari",93700
"Rari Boys, Softside",7605
"Rari Boys, Yung Nigo Drippin'",30349
"Rari Boys, Yung Nigo Drippin', Joey Christ",1025
"Rarri, Lil Xan",2390
"Rasel, Bebe, Xantos",70029
"Rashid, Luccas Carlos",15515628
"Rashid, Lukinhas",13530289
"Raskasta Iskelmää, Tony Kakko",8564
"Raskasta Iskelmää, Ville Tuomi, JP Leppäluoto, Kimmo Blom, Antony Parviainen, Tony Kakko, Antti Railio, Marco Hietala, Tuple Salmela",7799
"Rasmentalism, Białas",17470
"Rasmentalism, Dawid Podsiadło, Vito Bambino",362128
"Rasmentalism, Rosalie., Taco Hemingway",55508
"Rasmus Bjerg, Citybois",939681
"Rasmus Gozzi, Louise Andersson Bodin",20803
"Rasskulz, BKO, Saffeh",3561795
"Rasskulz, BKO, Saffeh, Ballin30, Spens, Massief",579789
"Rasster, Erin Bloomer",349683
"Rasty Kilo, Night Skinny",85570
"Rasty Kilo, Taxi B, Night Skinny",43726
"Rat City, Isak Heim",17220450
"Rat City, Kiesza",86175
"Rauf & Faik, MELALI BEATS",30644
"Rauw Alejandro, Alex Rose, Lyanno, Lenny Tavárez, Cazzu",7453902
"Rauw Alejandro, Anuel AA, Natti Natasha, Farruko, Lunay",71567794
"Rauw Alejandro, Bryant Myers",6476
"Rauw Alejandro, Chencho Corleone",127810548
"Rauw Alejandro, Chencho Corleone, KEVVO, Bryant Myers, Lyanno, Dalex",77728908
"Rauw Alejandro, Dalex, Lenny Tavárez",138633048
"Rauw Alejandro, Farruko",605193922
"Rauw Alejandro, Lary Over",5854
"Rauw Alejandro, Lyanno, Alex Rose, Lenny Tavárez",179472
"Rauw Alejandro, Lyanno, Mathew",2320
"Rauw Alejandro, Myke Towers, Sky Rompiendo",9585922
"Rauw Alejandro, Nicky Jam",96271818
"Rauw Alejandro, Nicky Jam, Brytiago, Myke Towers, Justin Quiles",3333551
"Rauw Alejandro, Wisin",776927
"Rave Republic, Luciana",55169
"Ravid Plotnik, Jimbo J",522134
"Ravid Plotnik, Sima Noon",167233
"Ravneet Singh, Vee",120378
"Rawayana, Apache",3366
"Rawayana, Willy Rodríguez, McKlopedia, La Vida Bohème",1145
"Ray J, Kurupt, LA Buck, Compton Av",41555
"Raymix, Juanes",192091
"Razi, Ahmarni",9473
"Razmara, Unge Balison",14309
"Rea Garvey, Kool Savas",10507714
"Real Madrid, Red'One",45575
"Reat Kay, Thomas Godel, Nick Lindahl, Madeleine Wood",1598
"Rebecca & Fiona, Derek Pope",34396
"Rebecca & Fiona, Marcy Chin",35857
"Recayd Mob, Derek, Dfideliz, Jé Santiago",13212032
"Recayd Mob, Dfideliz, MC Igu, Jé Santiago, Derek",2536752
"Recycled J, Aleesha",991687
"Recycled J, Don Patricio, Selecta",38949
"Recycled J, Selecta",1587207
"Red Band, Full Trunk",993173
"Red Band, Ninet Tayeb",1850
"Red Bull Pilvaker, Fluor, Deego, Szakács Gergő",478452
"Red Bull Pilvaker, Fluor, Fura Csé, Halott Pénz, Meszi",5380
"Red Bull Pilvaker, Fura Csé, Szakács Gergő, Sub Bass Monster",192981
"Red Bull Pilvaker, Lábas Viki, Sub Bass Monster, Fluor",33516
"Red Bull Pilvaker, Marsalkó Dávid, Lábas Viki",1095
"Red Bull Pilvaker, Papp Szabi, Fluor, Marsalkó Dávid, DiazBeats",8900
"Red Bull Pilvaker, Papp Szabi, Fura Csé, Bom, Szivák Zsolt",5379
"Redimi2, Alex Zurdo, Oveja Cosmica",4047
"Redimi2, Almighty",40161
"Redimi2, EL LEO",6928
"Redimi2, Jay Kalyl",3163
"Redimi2, Lizzy Parra, Angel Brown",1825
"Redimi2, Madiel Lara, DOMINICO GONZALEZ, Sr Perez",5503
"Redimi2, Samantha",5061
"Regard, RAYE",47259033
"Regev Hod, Daniel Di Angelo",37837
"Reggaeton bachata Hit, Ismael Rivera, Salsa Brava",52805
"Reggie Mills, Sick Luke, Rich The Kid, Famous Dex",58728
"Regi, Jake Reese",4895031
"Regi, Jake Reese, OT",3674199
"Regi, Milo Meskens",1865107
"Regi, OT",968560
"Reginald, Sofian Medjmedj",308044
"Regula, Dillaz",312699
"Reik, Farruko, Camilo",39054749
"Reik, J Balvin, Lalo Ebratt",346756546
"Reik, Maluma",360061531
"Reik, Manuel Turizo",74638661
"Reik, Morat",4177328
"Reik, Wisin & Yandel",10907471
"Reinis Sējāns, Intars Busulis",6059
"Reket, Avoid Dave",58048
"Reket, Gram-Of-Fun",1294
"Reket, Liis Lemsalu, Avoid Dave",125274
"Reket, Manna",186513
"Relja, Nikolija",21288
"Rels B, DELLAFUENTE",14036126
"Rels B, DL Blando",20088
"Rels B, Don Patricio",12198735
"Rels B, Duki, The Rudeboyz",1457016
"Rels B, Morad",188398
"Rels B, Nathy Peluso",704495
"Remoe, Noah, Kurdo",296067
"Remoe, Nura",3134145
"Rene Karst, Stef Ekkel",26588
"Rennan da Penha, POCAH",6497549
"Renne Dang, Ben Cristovao",55887
"Renne Dang, Blakkwood",35744
"Renne Dang, Calin",6982
"Renne Dang, Jickson",7196
"Renne Dang, Maat",7001
"Renne Dang, Momo",46475
"Renne Dang, Paulie Garand",58802
"Renne Dang, Protiva, Schyzo",13103
"Renne Dang, Radikal Chef",21818
"Renne Dang, Rest",1455755
"Renne Dang, Strapo, Majself",5820
"Renne Dang, Viktor Sheen",7084
"Residente, Bad Bunny",108179963
"Residente, Dillon Francis",3656135
"Residente, Nach",96430
"Resistiré 2020, Alex Ubago, Carlos Baute, Despistaos, Diana Navarro, Efecto Pasillo, Georgina, Mikel Erentxun, Nil Moliner, Rosana, Rulo y la contrabanda, Alvaro Soler, Conchita, David Bisbal, David Otero, David Summers, Dvicio, Efecto Mariposa, ELE, India Martinez, Jose Merce, Josemi Carmona, Pedro Guerra, Pitingo, Rozalén, Sofia Ellar, Andrés Suárez, Pastora Soler, Vanesa Martín, Blas Cantó, Melendi, Manuel Carrasco",2175800
"Ressu Redford, Pyhimys",419576
"Rest, Colectiv",19722
"Rest, DJ Wich",13419
"Rest, Michajlov",19221
"Rest, Paulie Garand",30531
"Rest, Pio Squad",5734
"Rest, Strapo, Separ",113301
"Rest, VR",31740
"Reto, Borixon, dzikakorea, Deemz",2004668
"Reto, Borixon, dzikakorea, Deemz, SecretRank",33084
"Reto, Borixon, dzikakorea, Kubi Producent",796010
"Reto, Borixon, dzikakorea, SecretRank",1480928
"Reto, Quebonafide",10396529
"Revol, Bad Bunny, Bryant Myers",10008606
"Revol, J Balvin, Bad Bunny, Arcangel, De La Ghetto",5086302
"Rex Orange County, Benny Sings",212388
"Reykon, J Alvarez, Kevin Roldan",2543565
"Reynir, Luigi",3098
"Reynmen, Ben Büdü",2443662
"Reynmen, Lil Bege",317357
"Reynmen, Ufo361",3854685
"Reynmen, Veysel Zaloğlu",585024
"Ricardo Ray, Bobby Cruz",36143
"Rich Brian, Guapdad 4000",2162040
"Rich Brian, Keith Ape, XXXTENTACION",355429
"Rich Music LTD, Dalex, Sech, Justin Quiles, Wisin, Zion, Dímelo Flow, Lenny Tavárez, Feid",38190297
"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid",171757545
"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid, Cazzu",23093720
"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid, De La Ghetto, Zion & Lennox",43973396
"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid, Mariah Angeliq",1255747
"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid, Wisin, Zion",316832092
"Rich The Kid, 2 Chainz",912545
"Rich The Kid, YG",1110596
"Rich The Kid, YoungBoy Never Broke Again",3119031
"Rich Vagos, Samantha Barrón, Nanpa Básico",150281
"Richard Nordraak, Bjørnstjerne Bjørnson, Gardemusikken",21790
"Richie Campbell, Plutónio",8417
"Rick and Morty, Justin Roiland, Lauren Hillman, Ryan Elder",3836
"Rick and Morty, Ryan Elder",11175
"Ricky Gazetta, Alina Renae",3131
"Ricky Hsiao, A-Lin",663540
"Ricky Martin, Alejandro Sanz, Thalia, Juan Luis Guerra 4.40, Gloria Estefan, Celia Cruz, Olga Tañón, Ricardo Montaner, Ana Gabriel, Jorge Hernández, Los Tigres Del Norte, Alicia Villarreal, Alejandro Fernández, Carlos Vives, Jaci Velasquez, Marco Antonio Solís, José José, Lucía Méndez, Jennifer Lopez, Emmanuele, Chayanne, Gilberto Santa Rosa, Paulina Rubio, Alberto ""Beto"" Zapata, La Ley, Ana Bárbara, Carlos Ponce, Jon Secada, Shakira, Gian Marco, Luis Fonsi, Yuri, Miguel Bosé, Wilkins, Giselle, Melina Leon, Limi-T 21, Christina Aguilera, José Feliciano, José Luis Rodríguez",86525
"Ricky Martin, Farruko",8711
"Ricky Martin, Lamari",25498
"Ricky Martin, Residente, Bad Bunny",166642
"Ricky Rich, ARAM Mafia",38713537
"Ricky Rich, ARAM Mafia, Dani M",3873196
"Ricky Rich, Ardian Bujupi, Kids of revolution",1276443
"Ricky Rich, Kids of revolution",4540605
"Ricky-Tick Big Band, Julkinen Sana",59560
"Rico, Miss Mood, Bsw",162698
"Ricus Nel, Adam Tas, Bok Van Blerk, Refentse",110703
"Rida Radar, Bitman",11016
"Rida Radar, Captayn Freeman",13392
"Rida Radar, Deadly Hunta",7881
"Rida Radar, Pokyman",17033
"Rida Radar, Separ",35094
"Riffi, D-Double",93516
"Riffi, Ismo",183751
"Riffi, Ismo, Sevirio, Broertje",130399
"Riffi, Lijpe",213292
"Riffi, Pierrii",370478
"Rigormortiz, Breana Marin",6391
"Rigormortiz, Propayne",6220
"Rigormortiz, Tara Ivory",17673
"Rihanna, Calvin Harris",304126
"Rihanna, Drake",43447965
"Rihanna, JAY-Z",1008805
"Rihanna, Mikky Ekko",259021
"Rihanna, Ne-Yo",1783524
"Rikard Nordraak, Bjørnstjerne Bjørnson, Forsvarets Stabsmusikkorps, THE STAFF BAND OF THE NORWEGIAN ARMED FORCES, Schola Cantorum, Ingar Bergby, Tone Bianca Sparre Dahl",122097
"Rikard Nordraak, THE STAFF BAND OF THE NORWEGIAN ARMED FORCES, Schola Cantorum, Forsvarets Stabsmusikkorps, Ingar Bergby, Tone Bianca Sparre Dahl",33380
"Riki Gal, Matti Caspi",2264
"Rim'K, Alonzo",112384
"Rim'K, Dadju",3247208
"Rim'K, Koba LaD, SCH",6416256
"Rim'K, Ninho",47640004
"Rim'K, S.Pri Noir",18366
"Rim'K, SCH",470325
"Rim'K, Vald",1733409
"Rim'K, YL",446922
"Rina, Sin Boy",2418513
"Ringnes-Ronny, DJ FITTE",1666403
"Ringnes-Ronny, Kaptein Hook, Legendene",12108
"Rin音, RhymeTube",1997072
"Rio, Fi Vita Sigma",41499
"Rio, Fi Vita Sigma, Dj Mode",9638
"Rio, Fi Vita Sigma, Kako, Mani",31614
"Rio, Fi Vita Sigma, Mani",17897
"Rio, Fi Vita Sigma, Mani, Dj Mode",44898
"Rio, Fi Vita Sigma, Mastigo",9412
"Rishi Rich, Badshah, Vishal Dadlani, Payal Dev",109704
"Ritalin, Jyderne",1005918
"Riton, Nightcrawlers",54288
"Riton, Oliver Heldens",144667101
"Ritviz, Seedhe Maut",2656771
"Rivan, Abdul & The Coffee Theory",504363
"Rivo, Paleface, Brädi, Skandaali, Ironine, 2nen, Konala Cartelli, FAM",42969
"Rizky Febian, Aisyah Aziz",25285349
"Rizky Febian, Mikha Tambayong",21830558
"Rkomi, Izi",610036
"Rkomi, Marracash",6854204
"Rob Nunes, Jerry Smith",4157537
"RobGz, Anuel AA",1428
"Robbie Doherty, Keees.",8422966
"Robbie Wessels, Bok Van Blerk",12715
"Robbz x Brookz, Robbz, Brookz",3394481
"Roberta Campos, Nando Reis",68031
"Roberto Parra, Angel Parra",17701
"Robi Guid, Yemil",113853
"Robin Kadir, Simeon, Mwuana, Jamzey",24599
"Robin Schulz, David Guetta, Cheat Codes",132976455
"Robin Schulz, HARLOE",22709965
"Robin Schulz, HUGEL",2248399
"Robin Schulz, James Blunt",55309281
"Robin Schulz, Marc Scibilia",13626215
"Robin Schulz, Nick Martin, Sam Martin",83426
"Robin Schulz, Piso 21",19721806
"Robin Schulz, Wes",3655603
"Robin Thicke, T.I., Pharrell Williams",149197
"Robin Zoot, Calin, Yzomandias, Hasan",75894
"Robin Zoot, DJ Rusty",67379
"Robin Zoot, Emma Smetana",161430
"Robin Zoot, Fobia Kid, Hugo Toxxx, CA$HANOVA BULHAR",129809
"Robin Zoot, Kamil Hoffmann, Jickson",99302
"Robin Zoot, Koky, Yzomandias",408558
"Robin Zoot, Nik Tendo",264410
"Robin Zoot, Nik Tendo, Karlo",701383
"Robin, Nelli Matula",2302962
"Robinho, Mr. Saik",75672
"Robledo, Alex Martini",12986267
"Robledo, Omar Montes, Quimico Ultra Mega",1861976
"Robo Opatovsky, Jana Kirschner",4530
"Robo Opatovsky, Maria Cirova",2341
"Robyn, Röyksopp",10710
"Robyn, Zhala",291891
"Rocco Hunt, Nicola Siciliano",9440897
"Rochak Kohli, Arijit Singh, Neha Kakkar",13902032
"Rochak Kohli, Lauv, AKASA",686716
"Rochak Kohli, Navraj Hans",53037
"Rochy RD, Ceky Viciny el Mega Cherry Scom",35953
"Rochy RD, Ceky Viciny, El Cherry Scom, El Mega",180007
"Rochy RD, El Chuky",20358
"Rochy RD, Lors",2300
"Rochy RD, Mayimbaso",4554
